"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"07.11.2016","5.200,70","5.079,50","5.243,00","5.100,00","1,04M","2,39%"
"04.11.2016","5.079,50","5.074,40","5.140,00","5.030,00","374,32K","0,10%"
"03.11.2016","5.074,40","5.080,40","5.165,00","5.055,00","646,45K","-0,12%"
"02.11.2016","5.080,40","5.129,20","5.178,00","5.000,10","955,38K","-0,95%"
"28.10.2016","5.129,20","5.155,90","5.181,00","5.111,00","438,76K","-0,52%"
"27.10.2016","5.155,90","5.250,00","5.250,00","5.135,00","887,68K","-0,84%"
"26.10.2016","5.199,40","5.191,00","5.229,50","5.099,90","1,66M","0,16%"
"25.10.2016","5.191,30","5.164,40","5.200,00","5.150,00","1,68M","0,52%"
"24.10.2016","5.164,40","5.064,00","5.187,90","5.072,00","1,36M","1,98%"
"21.10.2016","5.064,00","5.033,70","5.075,00","4.930,10","851,07K","0,60%"
"20.10.2016","5.033,70","5.079,00","5.080,00","5.000,00","880,46K","-0,87%"
"19.10.2016","5.077,70","5.001,70","5.119,90","4.985,00","1,37M","1,52%"
"18.10.2016","5.001,70","4.965,10","5.010,00","4.960,00","2,54M","0,74%"
"17.10.2016","4.965,10","4.915,50","4.988,00","4.873,20","2,39M","1,01%"
"14.10.2016","4.915,50","4.906,20","4.926,00","4.900,00","1,68M","0,19%"
"13.10.2016","4.906,20","4.891,10","4.917,00","4.845,90","891,07K","0,31%"
"12.10.2016","4.891,10","4.880,70","4.899,90","4.846,80","366,71K","0,21%"
"11.10.2016","4.880,70","4.926,60","4.927,00","4.860,10","560,77K","-0,93%"
"07.10.2016","4.926,60","4.935,70","5.000,00","4.875,10","208,20K","-0,18%"
"06.10.2016","4.935,70","4.886,10","4.960,00","4.855,00","937,45K","1,02%"
"05.10.2016","4.886,10","4.839,60","4.899,90","4.830,00","424,29K","0,96%"
"04.10.2016","4.839,60","4.828,70","4.877,00","4.821,00","650,62K","0,23%"
"03.10.2016","4.828,70","4.821,80","4.849,00","4.800,20","579,91K","0,14%"
"30.09.2016","4.821,80","4.878,70","4.898,00","4.820,00","871,68K","-1,17%"
"29.09.2016","4.878,70","4.881,50","4.890,00","4.860,00","1,61M","-0,06%"
"28.09.2016","4.881,50","4.930,00","4.930,00","4.870,00","323,28K","-0,32%"
"27.09.2016","4.897,00","4.900,00","4.920,00","4.861,00","449,33K","-0,51%"
"26.09.2016","4.922,20","4.882,00","4.929,90","4.879,00","382,72K","0,81%"
"23.09.2016","4.882,60","4.908,50","4.900,00","4.851,70","586,74K","-0,53%"
"22.09.2016","4.908,50","4.883,90","4.930,00","4.883,30","1,32M","0,50%"
"21.09.2016","4.883,90","4.872,10","4.915,00","4.801,10","1,20M","0,24%"
"20.09.2016","4.872,10","4.858,90","4.899,00","4.815,10","1,06M","0,27%"
"16.09.2016","4.858,90","4.902,50","4.917,00","4.810,00","1,72M","-0,89%"
"15.09.2016","4.902,50","4.880,10","4.919,80","4.879,00","1,60M","0,46%"
"14.09.2016","4.880,10","4.832,40","4.900,00","4.835,00","1,01M","0,99%"
"13.09.2016","4.832,40","4.815,60","4.880,00","4.801,20","604,48K","0,35%"
"12.09.2016","4.815,60","4.828,80","4.820,00","4.790,00","572,02K","-0,27%"
"09.09.2016","4.828,80","4.839,70","4.910,00","4.820,00","482,75K","-0,23%"
"08.09.2016","4.839,70","4.858,50","4.895,00","4.799,80","4,45M","-0,39%"
"07.09.2016","4.858,50","4.910,60","4.910,00","4.831,00","317,25K","-1,06%"
"06.09.2016","4.910,60","4.879,40","4.915,00","4.850,20","564,56K","0,64%"
"05.09.2016","4.879,40","4.847,10","4.898,80","4.835,20","165,89K","0,67%"
"02.09.2016","4.847,10","4.807,10","4.895,00","4.800,10","627,33K","0,83%"
"01.09.2016","4.807,10","4.850,60","4.853,10","4.785,40","378,77K","-0,90%"
"31.08.2016","4.850,60","4.872,30","4.950,00","4.770,00","2,00M","-0,45%"
"30.08.2016","4.872,30","4.871,00","4.900,00","4.850,00","182,79K","0,03%"
"29.08.2016","4.871,00","4.837,20","4.888,00","4.837,00","656,38K","0,70%"
"26.08.2016","4.837,20","4.877,90","4.875,00","4.815,00","280,50K","-0,83%"
"25.08.2016","4.877,90","4.883,00","4.890,00","4.860,00","532,29K","-0,10%"
"24.08.2016","4.883,00","4.902,50","4.937,90","4.850,00","707,01K","-0,40%"
"23.08.2016","4.902,50","4.870,90","4.930,00","4.870,00","603,23K","0,65%"
"22.08.2016","4.870,90","4.874,90","4.900,00","4.831,00","460,86K","-0,08%"
"19.08.2016","4.874,90","4.860,80","4.882,00","4.851,00","491,51K","0,29%"
"18.08.2016","4.860,80","4.815,60","4.870,00","4.800,00","223,39K","0,94%"
"17.08.2016","4.815,60","4.845,30","4.845,00","4.750,00","801,37K","-0,61%"
"16.08.2016","4.845,30","4.859,40","4.902,10","4.780,00","2,11M","-0,29%"
"12.08.2016","4.859,40","4.785,30","4.889,80","4.770,00","1,20M","1,55%"
"11.08.2016","4.785,30","4.745,60","4.790,00","4.730,00","2,02M","0,84%"
"10.08.2016","4.745,60","4.752,10","4.755,20","4.715,10","551,62K","-0,14%"
"09.08.2016","4.752,10","4.751,90","4.770,00","4.740,00","603,23K","0,00%"
"08.08.2016","4.751,90","4.737,50","4.770,00","4.737,00","1,54M","0,30%"
"05.08.2016","4.737,50","4.765,60","4.834,00","4.702,00","841,59K","-0,59%"
"04.08.2016","4.765,60","4.765,60","4.770,00","4.722,00","1,05M","0,00%"
"03.08.2016","4.765,60","4.780,00","4.800,00","4.669,00","514,97K","-0,31%"
"02.08.2016","4.780,50","4.796,50","4.827,00","4.735,50","1,02M","-0,33%"
"01.08.2016","4.796,50","4.803,00","4.843,00","4.760,40","677,17K","-0,14%"
"29.07.2016","4.803,00","4.814,70","4.828,00","4.775,10","913,41K","-0,24%"
"28.07.2016","4.814,70","4.835,00","4.835,00","4.802,00","900,78K","-0,54%"
"27.07.2016","4.840,70","4.862,40","4.870,00","4.816,00","1,12M","-0,45%"
"26.07.2016","4.862,40","4.875,40","4.896,00","4.851,00","739,41K","-0,27%"
"25.07.2016","4.875,40","4.876,10","4.910,00","4.861,00","477,20K","-0,01%"
"22.07.2016","4.876,10","4.847,50","4.970,00","4.848,10","995,93K","0,59%"
"21.07.2016","4.847,50","4.913,60","4.924,90","4.822,00","4,20M","-1,35%"
"20.07.2016","4.913,60","4.915,00","4.945,00","4.897,00","10,34M","0,44%"
"19.07.2016","4.891,90","4.850,00","4.944,00","4.850,00","2,94M","1,48%"
"18.07.2016","4.820,50","4.788,60","4.880,00","4.800,10","628,56K","0,67%"
"15.07.2016","4.788,60","4.804,70","4.825,00","4.775,20","1,18M","-0,34%"
"14.07.2016","4.804,70","4.788,50","4.830,00","4.720,00","1,26M","0,34%"
"13.07.2016","4.788,50","4.908,40","4.880,00","4.715,00","57,42M","-2,44%"
"12.07.2016","4.908,40","4.989,30","5.000,00","4.875,00","796,24K","-1,62%"
"11.07.2016","4.989,30","4.950,00","4.995,00","4.870,00","1,02M","-0,69%"
"08.07.2016","5.024,20","5.000,00","5.059,70","4.980,00","379,48K","0,48%"
"07.07.2016","5.000,10","5.039,10","5.060,00","4.950,00","364,59K","-0,77%"
"06.07.2016","5.039,10","5.085,60","5.085,60","5.020,10","406,76K","-0,91%"
"05.07.2016","5.085,60","5.135,60","5.145,00","5.035,00","389,45K","-0,97%"
"04.07.2016","5.135,60","5.158,00","5.152,90","5.102,10","68,79K","-0,43%"
"01.07.2016","5.158,00","5.048,10","5.160,00","5.070,00","341,71K","2,18%"
"30.06.2016","5.048,10","5.026,00","5.059,00","4.916,20","632,90K","0,44%"
"29.06.2016","5.026,00","4.977,90","5.049,00","4.983,00","319,27K","0,97%"
"28.06.2016","4.977,90","5.003,20","5.034,90","4.911,00","619,25K","-0,51%"
"24.06.2016","5.003,20","5.044,10","5.020,10","4.880,00","565,82K","-0,81%"
"23.06.2016","5.044,10","5.000,00","5.049,00","4.902,00","286,05K","0,44%"
"22.06.2016","5.022,00","5.025,10","5.050,00","4.936,00","346,33K","-0,06%"
"21.06.2016","5.025,10","4.970,00","5.050,00","4.877,00","728,05K","1,61%"
"20.06.2016","4.945,70","4.900,00","4.970,00","4.900,00","266,08K","1,01%"
"17.06.2016","4.896,20","4.938,40","4.985,00","4.875,20","608,65K","-0,85%"
"16.06.2016","4.938,40","4.887,00","4.950,00","4.830,00","289,21K","1,05%"
"15.06.2016","4.887,00","4.908,00","4.950,00","4.871,00","238,89K","-0,31%"
"14.06.2016","4.902,10","4.935,10","4.951,00","4.860,00","793,56K","-0,67%"
"13.06.2016","4.935,10","4.954,10","4.980,00","4.871,10","433,38K","-0,38%"
"10.06.2016","4.954,10","4.943,40","4.960,00","4.900,00","693,81K","0,22%"
"09.06.2016","4.943,40","4.861,90","4.972,00","4.831,00","5,74M","1,68%"
"08.06.2016","4.861,90","4.986,00","5.040,00","4.850,00","707,16K","-2,49%"
"07.06.2016","4.986,00","4.980,00","5.030,20","4.830,00","616,70K","0,12%"
"06.06.2016","4.980,00","4.966,20","5.009,00","4.966,00","593,91K","0,28%"
"03.06.2016","4.966,20","4.886,00","5.000,00","4.925,30","270,55K","1,64%"
"02.06.2016","4.886,00","4.895,90","4.950,00","4.820,00","780,38K","-0,20%"
"01.06.2016","4.895,90","4.868,90","4.995,00","4.851,00","331,83K","0,55%"
"31.05.2016","4.868,90","4.870,00","4.965,00","4.850,00","1,69M","-0,02%"
"30.05.2016","4.870,00","4.869,80","4.912,00","4.848,00","172,56K","0,00%"
"27.05.2016","4.869,80","4.874,90","4.902,90","4.815,00","667,73K","-0,10%"
"26.05.2016","4.874,90","4.873,70","4.950,00","4.801,00","617,28K","0,02%"
"25.05.2016","4.873,70","4.875,60","4.890,00","4.850,50","721,71K","-0,04%"
"24.05.2016","4.875,60","4.921,70","4.940,00","4.862,10","1,02M","-0,94%"
"23.05.2016","4.921,70","4.914,20","4.997,00","4.891,00","456,93K","0,15%"
"20.05.2016","4.914,20","4.860,00","4.950,00","4.860,00","513,59K","1,01%"
"19.05.2016","4.864,90","4.994,80","4.993,00","4.850,00","389,57K","-2,60%"
"18.05.2016","4.994,80","5.010,20","5.050,00","4.950,00","386,23K","-0,31%"
"17.05.2016","5.010,20","5.002,00","5.041,00","4.950,00","452,06K","0,16%"
"16.05.2016","5.002,00","5.000,00","5.020,00","4.950,00","385,27K","0,77%"
"13.05.2016","4.963,70","4.990,40","4.999,90","4.923,70","679,86K","-0,54%"
"12.05.2016","4.990,40","4.987,90","5.029,00","4.940,00","851,40K","0,05%"
"11.05.2016","4.987,90","4.998,90","5.009,00","4.969,90","1,91M","-0,22%"
"10.05.2016","4.998,90","4.944,90","5.033,80","4.953,10","724,92K","1,09%"
"09.05.2016","4.944,90","4.972,90","5.050,00","4.905,10","388,94K","-0,56%"
"06.05.2016","4.972,90","4.999,80","5.097,00","4.966,00","2,31M","-0,54%"
"05.05.2016","4.999,80","5.069,80","5.020,00","4.986,00","1,44M","-1,38%"
"04.05.2016","5.069,80","5.074,30","5.090,00","5.040,20","1,18M","-0,09%"
"03.05.2016","5.074,30","5.099,10","5.100,00","5.027,80","290,33K","-0,49%"
"02.05.2016","5.099,10","5.113,10","5.125,20","5.020,00","1,29M","-0,27%"
"29.04.2016","5.113,10","5.183,90","5.185,00","5.005,10","660,54K","-1,37%"
"28.04.2016","5.183,90","5.104,10","5.192,90","5.099,00","511,63K","1,56%"
"27.04.2016","5.104,10","5.044,00","5.120,00","5.044,00","372,07K","1,19%"
"26.04.2016","5.044,00","5.099,00","5.099,00","5.004,10","441,15K","-0,87%"
"25.04.2016","5.088,30","5.060,00","5.120,00","5.035,10","872,86K","0,55%"
"22.04.2016","5.060,50","5.123,50","5.122,00","5.051,00","490,36K","-1,23%"
"21.04.2016","5.123,50","5.030,10","5.145,60","5.030,10","447,89K","0,61%"
"20.04.2016","5.092,50","5.050,00","5.100,20","5.045,00","1,94M","0,81%"
"19.04.2016","5.051,40","5.020,00","5.075,00","5.010,00","1,24M","0,50%"
"18.04.2016","5.026,50","4.921,00","5.098,80","4.870,00","985,57K","2,84%"
"15.04.2016","4.887,60","4.886,00","4.920,00","4.830,00","413,92K","0,04%"
"14.04.2016","4.885,80","4.842,40","4.900,00","4.799,00","852,32K","0,90%"
"13.04.2016","4.842,40","4.724,50","4.855,00","4.724,00","592,81K","2,50%"
"12.04.2016","4.724,50","4.692,60","4.746,30","4.689,80","523,30K","0,68%"
"11.04.2016","4.692,60","4.692,10","4.700,00","4.640,00","409,84K","0,01%"
"08.04.2016","4.692,10","4.670,00","4.719,90","4.652,50","573,13K","2,00%"
"07.04.2016","4.600,20","4.616,90","4.616,90","4.575,00","817,04K","-0,36%"
"06.04.2016","4.616,90","4.656,30","4.655,00","4.575,00","520,49K","-0,85%"
"05.04.2016","4.656,30","4.690,30","4.695,00","4.625,00","434,18K","-0,72%"
"04.04.2016","4.690,30","4.664,50","4.699,00","4.655,10","412,44K","0,55%"
"01.04.2016","4.664,50","4.678,50","4.685,00","4.560,00","874,44K","-0,30%"
"31.03.2016","4.678,50","4.694,20","4.694,00","4.610,10","1,31M","-0,33%"
"30.03.2016","4.694,20","4.676,30","4.700,00","4.625,00","828,73K","0,38%"
"29.03.2016","4.676,30","4.595,20","4.689,30","4.595,00","536,14K","1,76%"
"28.03.2016","4.595,20","4.607,50","4.650,00","4.590,10","314,63K","-0,27%"
"24.03.2016","4.607,50","4.622,00","4.627,00","4.600,20","518,42K","-0,35%"
"23.03.2016","4.623,60","4.655,50","4.670,00","4.600,00","694,01K","-0,69%"
"22.03.2016","4.655,50","4.661,30","4.670,00","4.610,00","1,00M","-0,12%"
"21.03.2016","4.661,30","4.574,30","4.670,00","4.574,30","1,09M","1,90%"
"18.03.2016","4.574,30","4.626,60","4.649,00","4.543,00","7,16M","-1,13%"
"17.03.2016","4.626,60","4.647,10","4.698,00","4.600,00","776,87K","-0,44%"
"16.03.2016","4.647,10","4.572,20","4.675,00","4.542,00","436,35K","1,64%"
"15.03.2016","4.572,20","4.582,60","4.599,90","4.510,00","577,62K","-0,23%"
"14.03.2016","4.582,60","4.551,30","4.595,00","4.540,50","610,41K","0,69%"
"11.03.2016","4.551,30","4.547,00","4.580,00","4.520,00","610,69K","0,09%"
"10.03.2016","4.547,00","4.575,10","4.570,10","4.499,90","1,33M","-0,61%"
"09.03.2016","4.575,10","4.540,50","4.590,00","4.418,00","445,79K","0,76%"
"08.03.2016","4.540,50","4.584,20","4.583,00","4.506,10","550,17K","-0,95%"
"07.03.2016","4.584,20","4.601,10","4.630,00","4.518,40","378,98K","-0,37%"
"04.03.2016","4.601,10","4.562,00","4.625,00","4.540,10","590,87K","0,86%"
"03.03.2016","4.562,00","4.520,00","4.580,00","4.510,00","730,60K","0,17%"
"02.03.2016","4.554,40","4.545,90","4.595,00","4.513,00","364,51K","0,19%"
"01.03.2016","4.545,90","4.513,70","4.594,00","4.421,00","1,26M","0,71%"
"29.02.2016","4.513,70","4.492,40","4.570,00","4.471,10","780,89K","0,47%"
"26.02.2016","4.492,40","4.480,00","4.535,00","4.471,00","340,00K","0,28%"
"25.02.2016","4.480,00","4.476,50","4.500,00","4.451,10","1,74M","0,08%"
"24.02.2016","4.476,50","4.585,10","4.597,00","4.465,00","612,69K","-2,37%"
"23.02.2016","4.585,10","4.608,40","4.627,90","4.517,00","397,72K","-0,51%"
"22.02.2016","4.608,40","4.625,60","4.657,00","4.571,10","240,29K","-0,37%"
"19.02.2016","4.625,60","4.572,30","4.665,00","4.550,00","228,24K","1,17%"
"18.02.2016","4.572,30","4.575,30","4.599,00","4.559,70","762,97K","-0,07%"
"17.02.2016","4.575,30","4.499,00","4.585,10","4.520,10","375,22K","1,70%"
"16.02.2016","4.499,00","4.525,60","4.580,00","4.485,00","479,21K","-0,68%"
"15.02.2016","4.529,70","4.550,00","4.600,00","4.525,40","322,78K","-0,45%"
"12.02.2016","4.550,10","4.581,40","4.630,00","4.530,00","326,62K","-0,68%"
"11.02.2016","4.581,40","4.532,50","4.590,00","4.481,90","1,46M","1,08%"
"10.02.2016","4.532,50","4.550,00","4.560,00","4.530,00","333,59K","-0,38%"
"09.02.2016","4.550,00","4.549,00","4.600,30","4.510,00","349,78K","0,02%"
"08.02.2016","4.549,00","4.566,30","4.585,00","4.540,10","235,09K","-0,38%"
"05.02.2016","4.566,30","4.618,50","4.670,00","4.540,00","184,70K","-1,13%"
"04.02.2016","4.618,50","4.503,80","4.635,00","4.505,00","539,03K","2,55%"
"03.02.2016","4.503,80","4.582,30","4.586,00","4.470,00","354,03K","-1,71%"
"02.02.2016","4.582,30","4.717,20","4.710,00","4.569,90","647,60K","-2,86%"
"01.02.2016","4.717,20","4.700,00","4.739,90","4.591,00","666,38K","0,39%"
"29.01.2016","4.699,10","4.548,60","4.700,00","4.538,50","1,16M","3,31%"
"28.01.2016","4.548,60","4.481,00","4.550,00","4.482,10","696,05K","1,51%"
"27.01.2016","4.481,00","4.516,10","4.549,60","4.451,00","333,29K","-0,78%"
"26.01.2016","4.516,10","4.568,30","4.580,00","4.251,00","525,78K","-1,14%"
"25.01.2016","4.568,30","4.569,80","4.589,90","4.520,00","421,44K","-0,03%"
"22.01.2016","4.569,80","4.478,10","4.570,10","4.480,00","876,96K","2,05%"
"21.01.2016","4.478,10","4.479,40","4.485,00","4.425,00","513,55K","-0,03%"
"20.01.2016","4.479,40","4.536,00","4.532,20","4.460,00","822,33K","-1,25%"
"19.01.2016","4.536,00","4.504,40","4.570,00","4.504,50","302,65K","0,70%"
"18.01.2016","4.504,40","4.494,30","4.600,00","4.400,00","240,83K","0,22%"
"15.01.2016","4.494,30","4.535,60","4.535,00","4.455,10","467,88K","-0,91%"
"14.01.2016","4.535,60","4.471,10","4.548,90","4.415,20","593,96K","1,44%"
"13.01.2016","4.471,10","4.484,80","4.519,90","4.470,00","531,30K","-0,31%"
"12.01.2016","4.484,80","4.445,50","4.524,00","4.450,00","438,17K","0,88%"
"11.01.2016","4.445,50","4.472,20","4.524,90","4.350,10","817,43K","-0,60%"
"08.01.2016","4.472,20","4.440,40","4.500,00","4.425,00","605,54K","0,72%"
"07.01.2016","4.440,40","4.487,90","4.487,90","4.430,00","758,13K","-1,06%"
"06.01.2016","4.487,90","4.499,70","4.519,00","4.475,00","1,39M","-0,26%"
"05.01.2016","4.499,70","4.473,70","4.520,00","4.401,00","691,84K","0,58%"
"04.01.2016","4.473,70","4.545,00","4.545,00","4.420,00","606,44K","-0,94%"
"30.12.2015","4.516,00","4.509,20","4.545,00","4.500,00","429,81K","0,15%"
"29.12.2015","4.509,20","4.481,70","4.548,00","4.481,70","152,91K","0,62%"
"28.12.2015","4.481,20","4.525,00","4.519,00","4.480,00","187,30K","-0,97%"
"24.12.2015","4.525,00","4.500,20","4.537,00","4.490,00","36,43K","0,55%"
"23.12.2015","4.500,20","4.456,20","4.518,00","4.457,00","676,99K","0,99%"
"22.12.2015","4.456,20","4.454,60","4.480,00","4.419,60","425,64K","0,04%"
"21.12.2015","4.454,60","4.463,90","4.488,00","4.400,00","670,87K","-0,21%"
"18.12.2015","4.463,90","4.509,20","4.564,00","4.400,00","1,20M","-1,00%"
"17.12.2015","4.509,20","4.488,00","4.600,00","4.475,00","792,56K","0,47%"
"16.12.2015","4.488,20","4.438,40","4.498,00","4.438,40","638,07K","1,12%"
"15.12.2015","4.438,40","4.365,50","4.460,00","4.370,00","600,12K","1,67%"
"14.12.2015","4.365,50","4.327,20","4.380,00","4.270,00","563,48K","0,89%"
"11.12.2015","4.327,20","4.320,00","4.380,00","4.285,00","635,83K","0,11%"
"10.12.2015","4.322,40","4.271,90","4.340,00","4.245,00","831,17K","1,18%"
"09.12.2015","4.271,90","4.299,20","4.300,00","4.230,10","423,11K","-0,64%"
"07.12.2015","4.299,20","4.336,10","4.450,00","4.262,00","168,98K","-0,85%"
"04.12.2015","4.336,10","4.337,90","4.355,00","4.270,20","872,76K","-0,04%"
"03.12.2015","4.337,90","4.227,20","4.350,00","4.214,80","823,01K","2,62%"
"02.12.2015","4.227,20","4.213,20","4.390,00","4.214,00","622,15K","0,33%"
"01.12.2015","4.213,20","4.286,50","4.392,00","4.185,00","2,70M","-1,71%"
"30.11.2015","4.286,50","4.409,80","4.410,00","4.270,00","2,84M","-2,80%"
"27.11.2015","4.409,80","4.435,20","4.450,00","4.400,00","171,35K","-0,57%"
"26.11.2015","4.435,20","4.411,80","4.490,00","4.419,90","237,62K","0,53%"
"25.11.2015","4.411,80","4.528,20","4.530,00","4.362,10","1,86M","-2,57%"
"24.11.2015","4.528,20","4.500,00","4.548,00","4.420,00","697,89K","0,36%"
"23.11.2015","4.512,10","4.479,60","4.550,00","4.495,00","691,46K","0,73%"
"20.11.2015","4.479,60","4.469,40","4.500,00","4.460,00","908,10K","0,23%"
"19.11.2015","4.469,40","4.595,00","4.595,00","4.459,90","1,33M","-0,52%"
"18.11.2015","4.492,60","4.474,00","4.505,00","4.463,40","459,50K","0,39%"
"17.11.2015","4.475,10","4.546,60","4.550,00","4.474,90","13,87M","-1,57%"
"16.11.2015","4.546,60","4.603,80","4.604,00","4.527,00","842,24K","-1,24%"
"13.11.2015","4.603,80","4.630,80","4.655,00","4.525,10","442,05K","-0,58%"
"12.11.2015","4.630,80","4.698,60","4.696,90","4.605,10","479,98K","-1,44%"
"11.11.2015","4.698,60","4.647,70","4.719,90","4.655,00","896,25K","1,10%"
"10.11.2015","4.647,70","4.644,70","4.661,00","4.555,00","409,24K","0,06%"
"09.11.2015","4.644,70","4.682,50","4.685,10","4.620,00","268,73K","-0,81%"
"06.11.2015","4.682,50","4.700,60","4.702,00","4.663,90","254,86K","-0,39%"
"05.11.2015","4.700,60","4.700,50","4.713,90","4.678,90","1,13M","0,00%"
"04.11.2015","4.700,50","4.700,00","4.724,90","4.665,40","1,39M","0,10%"
"03.11.2015","4.695,70","4.676,20","4.699,90","4.600,30","720,69K","0,42%"
"02.11.2015","4.676,20","4.636,70","4.694,30","4.636,50","190,57K","0,85%"
"30.10.2015","4.636,70","4.624,50","4.678,90","4.535,10","577,22K","0,26%"
"29.10.2015","4.624,50","4.727,00","4.727,00","4.605,00","528,75K","-2,18%"
"28.10.2015","4.727,60","4.748,00","4.750,00","4.660,00","1,15M","-0,49%"
"27.10.2015","4.750,90","4.795,00","4.795,00","4.740,00","2,19M","-0,83%"
"26.10.2015","4.790,50","4.791,80","4.795,00","4.750,00","970,77K","-0,03%"
"23.10.2015","4.791,80","4.746,10","4.799,90","4.750,00","1,40M","0,96%"
"22.10.2015","4.746,10","4.631,00","4.789,90","4.631,00","1,42M","2,50%"
"21.10.2015","4.630,30","4.528,10","4.645,00","4.520,00","1,30M","2,26%"
"20.10.2015","4.528,10","4.491,00","4.535,00","4.491,00","426,10K","0,55%"
"19.10.2015","4.503,50","4.500,60","4.570,00","4.380,00","808,21K","0,06%"
"16.10.2015","4.500,60","4.575,30","4.580,00","4.450,00","965,11K","-1,63%"
"15.10.2015","4.575,30","4.476,00","4.580,00","4.476,00","807,13K","1,89%"
"14.10.2015","4.490,50","4.499,90","4.500,00","4.350,00","432,75K","-0,32%"
"13.10.2015","4.504,90","4.493,10","4.514,00","4.460,00","873,94K","0,26%"
"09.10.2015","4.493,10","4.482,10","4.517,90","4.439,90","989,23K","0,29%"
"08.10.2015","4.480,10","4.490,50","4.492,00","4.450,00","751,07K","-0,23%"
"07.10.2015","4.490,50","4.445,90","4.500,00","4.406,90","878,75K","1,00%"
"06.10.2015","4.445,90","4.389,60","4.447,60","4.380,00","1,22M","1,28%"
"05.10.2015","4.389,60","4.320,00","4.400,00","4.325,00","682,34K","1,61%"
"02.10.2015","4.320,00","4.320,00","4.339,90","4.300,00","370,61K","-0,21%"
"01.10.2015","4.329,30","4.313,00","4.350,00","4.306,70","611,38K","0,38%"
"30.09.2015","4.313,00","4.231,00","4.318,80","4.265,00","2,25M","1,94%"
"29.09.2015","4.231,00","4.194,10","4.250,00","4.195,00","385,47K","0,88%"
"28.09.2015","4.194,10","4.237,00","4.238,00","4.175,00","709,99K","-1,03%"
"25.09.2015","4.237,80","4.246,20","4.310,00","4.235,00","395,06K","-0,20%"
"24.09.2015","4.246,20","4.322,40","4.322,00","4.230,90","468,45K","-1,76%"
"23.09.2015","4.322,40","4.335,00","4.360,10","4.300,00","739,12K","-0,23%"
"22.09.2015","4.332,30","4.374,20","4.350,00","4.275,10","426,92K","-0,96%"
"21.09.2015","4.374,20","4.250,20","4.395,00","4.250,20","377,43K","2,40%"
"17.09.2015","4.271,50","4.303,30","4.305,10","4.260,00","306,47K","-0,74%"
"16.09.2015","4.303,30","4.308,00","4.349,00","4.280,00","682,07K","-0,11%"
"15.09.2015","4.308,00","4.288,80","4.340,00","4.300,00","564,36K","0,45%"
"14.09.2015","4.288,80","4.227,70","4.300,00","4.205,00","517,48K","1,45%"
"11.09.2015","4.227,70","4.287,40","4.290,00","4.200,10","210,41K","-1,39%"
"10.09.2015","4.287,40","4.200,00","4.300,00","4.141,00","559,72K","1,36%"
"09.09.2015","4.229,90","4.257,60","4.288,90","4.200,00","927,16K","-0,65%"
"08.09.2015","4.257,60","4.245,00","4.300,00","4.241,10","898,51K","0,29%"
"07.09.2015","4.245,10","4.247,40","4.290,00","4.245,10","450,05K","-0,05%"
"04.09.2015","4.247,40","4.395,00","4.310,20","4.220,00","1,14M","-3,36%"
"03.09.2015","4.395,00","4.306,80","4.399,90","4.307,10","1,30M","2,05%"
"02.09.2015","4.306,80","4.238,20","4.360,00","4.250,10","1,15M","1,62%"
"01.09.2015","4.238,20","4.277,20","4.288,00","4.220,00","1,93M","-0,91%"
"31.08.2015","4.277,20","4.205,10","4.345,00","4.149,80","1,78M","1,71%"
"28.08.2015","4.205,10","4.227,30","4.244,00","4.196,00","635,90K","-0,53%"
"27.08.2015","4.227,30","4.092,60","4.238,00","4.105,50","2,46M","3,29%"
"26.08.2015","4.092,60","4.130,00","4.275,00","4.060,10","1,14M","-0,65%"
"25.08.2015","4.119,40","4.107,00","4.270,80","4.101,00","505,93K","0,30%"
"24.08.2015","4.107,00","4.190,00","4.190,00","4.060,10","740,69K","-3,27%"
"21.08.2015","4.245,90","4.346,50","4.355,10","4.237,00","631,25K","-2,31%"
"20.08.2015","4.346,50","4.376,40","4.380,00","4.330,90","451,72K","-0,68%"
"19.08.2015","4.376,40","4.376,70","4.385,00","4.345,00","599,31K","-0,01%"
"18.08.2015","4.376,70","4.378,00","4.395,00","4.335,00","587,30K","-0,04%"
"17.08.2015","4.378,50","4.408,00","4.408,00","4.355,00","637,20K","-0,67%"
"14.08.2015","4.408,00","4.370,10","4.500,00","4.370,00","682,37K","0,87%"
"13.08.2015","4.370,10","4.365,60","4.400,00","4.316,10","792,97K","0,10%"
"12.08.2015","4.365,60","4.352,20","4.370,00","4.320,20","448,75K","0,31%"
"11.08.2015","4.352,20","4.385,00","4.399,00","4.340,00","413,14K","-0,75%"
"10.08.2015","4.385,00","4.356,80","4.400,00","4.351,00","1,11M","0,65%"
"07.08.2015","4.356,80","4.402,00","4.450,00","4.340,00","725,79K","-1,03%"
"06.08.2015","4.402,00","4.393,90","4.425,00","4.380,00","1,22M","0,18%"
"05.08.2015","4.393,90","4.387,20","4.501,20","4.370,00","641,48K","0,15%"
"04.08.2015","4.387,20","4.320,00","4.390,00","4.320,00","470,85K","1,04%"
"03.08.2015","4.342,20","4.388,30","4.379,00","4.255,00","514,17K","-1,05%"
"31.07.2015","4.388,30","4.301,60","4.400,00","4.296,90","620,59K","2,02%"
"30.07.2015","4.301,60","4.278,90","4.339,00","4.278,90","418,83K","0,53%"
"29.07.2015","4.278,90","4.183,70","4.290,00","4.181,00","605,83K","2,28%"
